Log file open, 01/31/23 14:42:08
[2023.01.31-19.45.16:247][699]LogNetCore: DDoS detection status: detection enabled: 0 analytics enabled: 0
[2023.01.31-19.45.16:247][699]LogInit: WinSock: Socket queue. Rx: 131072 (config 131072) Tx: 131072 (config 131072)
[2023.01.31-19.45.16:247][699]LogNet: Created socket for bind address: 0.0.0.0:17777
[2023.01.31-19.45.16:247][699]PacketHandlerLog: Loaded PacketHandler component: Engine.EngineHandlerComponentFactory (StatelessConnectHandlerComponent)
[2023.01.31-19.45.16:247][699]LogNet: GameNetDriver IpNetDriver_0 IpNetDriver listening on port 17777
[2023.01.31-19.45.16:247][699]PIE: Server logged in
[2023.01.31-19.45.16:247][699]PIE: Play in editor total start time 0.129 seconds.
[2023.01.31-19.45.16:248][699]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.31-19.45.16:248][699]LogPlayLevel: PIE: World Init took: (0.000667s)
[2023.01.31-19.45.16:248][699]LogAudio: Display: Creating Audio Device:                 Id: 2, Scope: Unique, Realtime: True
[2023.01.31-19.45.16:248][699]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.31-19.45.16:248][699]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.31-19.45.16:248][699]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.31-19.45.16:248][699]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.31-19.45.16:248][699]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.01.31-19.45.16:248][699]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.31-19.45.16:248][699]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.01.31-19.45.16:248][699]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.31-19.45.16:249][699]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.31-19.45.16:249][699]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.31-19.45.16:249][699]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.31-19.45.16:251][699]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.31-19.45.16:285][699]LogAudioMixer: Display: Using Audio Hardware Device Speakers (Realtek High Definition Audio)
[2023.01.31-19.45.16:285][699]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.01.31-19.45.16:285][699]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.01.31-19.45.16:285][699]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.01.31-19.45.16:286][699]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=2
[2023.01.31-19.45.16:286][699]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=2
[2023.01.31-19.45.16:288][699]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=2
[2023.01.31-19.45.16:288][699]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=2
[2023.01.31-19.45.16:288][699]LogInit: FAudioDevice initialized.
[2023.01.31-19.45.16:288][699]LogAudio: Display: Audio Device (ID: 2) registered with world 'Untitled'.
[2023.01.31-19.45.16:292][699]LogNet: Browse: 127.0.0.1:17777/Game/Blueprints/Maps/ProvingGrounds
[2023.01.31-19.45.16:292][699]LogInit: WinSock: Socket queue. Rx: 32768 (config 32768) Tx: 32768 (config 32768)
[2023.01.31-19.45.16:292][699]LogNet: Created socket for bind address: 0.0.0.0:0
[2023.01.31-19.45.16:292][699]LogNet: IpConnection_0 setting maximum channels to: 32767
[2023.01.31-19.45.16:292][699]PacketHandlerLog: Loaded PacketHandler component: Engine.EngineHandlerComponentFactory (StatelessConnectHandlerComponent)
[2023.01.31-19.45.16:293][699]LogHandshake: Stateless Handshake: NetDriverDefinition 'GameNetDriver' CachedClientID: 7
[2023.01.31-19.45.16:293][699]LogNet: Game client on port 17777, rate 100000
[2023.01.31-19.45.16:293][699]LogNetVersion: Town_Guard 1.0.0.0, NetCL: 0, EngineNetVer: 30, GameNetVer: 0 (Checksum: 823278635)
[2023.01.31-19.45.16:294][699]PIE: Client logged in
[2023.01.31-19.45.16:294][699]PIE: Play in editor total start time 0.176 seconds.
[2023.01.31-19.45.16:295][699]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.31-19.45.16:296][699]LogPlayLevel: PIE: World Init took: (0.001139s)
[2023.01.31-19.45.16:296][699]LogAudio: Display: Creating Audio Device:                 Id: 3, Scope: Unique, Realtime: True
[2023.01.31-19.45.16:296][699]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.31-19.45.16:296][699]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.31-19.45.16:296][699]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.31-19.45.16:296][699]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.31-19.45.16:296][699]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.01.31-19.45.16:296][699]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.31-19.45.16:296][699]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.01.31-19.45.16:296][699]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.31-19.45.16:297][699]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.31-19.45.16:297][699]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.31-19.45.16:297][699]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.31-19.45.16:299][699]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.31-19.45.16:331][699]LogAudioMixer: Display: Using Audio Hardware Device Speakers (Realtek High Definition Audio)
[2023.01.31-19.45.16:332][699]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.01.31-19.45.16:332][699]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.01.31-19.45.16:332][699]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.01.31-19.45.16:333][699]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=3
[2023.01.31-19.45.16:333][699]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=3
[2023.01.31-19.45.16:335][699]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=3
[2023.01.31-19.45.16:335][699]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=3
[2023.01.31-19.45.16:335][699]LogInit: FAudioDevice initialized.
[2023.01.31-19.45.16:335][699]LogAudio: Display: Audio Device (ID: 3) registered with world 'Untitled'.
[2023.01.31-19.45.16:398][699]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.31-19.45.16:399][699]LogNet: Browse: 127.0.0.1:17777/Game/Blueprints/Maps/ProvingGrounds
[2023.01.31-19.45.16:399][699]LogInit: WinSock: Socket queue. Rx: 32768 (config 32768) Tx: 32768 (config 32768)
[2023.01.31-19.45.16:399][699]LogNet: Created socket for bind address: 0.0.0.0:0
[2023.01.31-19.45.16:399][699]LogNet: IpConnection_1 setting maximum channels to: 32767
[2023.01.31-19.45.16:399][699]PacketHandlerLog: Loaded PacketHandler component: Engine.EngineHandlerComponentFactory (StatelessConnectHandlerComponent)
[2023.01.31-19.45.16:426][699]LogHandshake: Stateless Handshake: NetDriverDefinition 'GameNetDriver' CachedClientID: 0
[2023.01.31-19.45.16:426][699]LogNet: Game client on port 17777, rate 100000
[2023.01.31-19.45.16:428][699]PIE: Client logged in
[2023.01.31-19.45.16:429][699]PIE: Play in editor total start time 0.311 seconds.
[2023.01.31-19.45.16:434][699]LogOnline: OSS: Created online subsystem instance for: :Context_11
[2023.01.31-19.45.16:460][699]LogViewport: Scene viewport resized to 640x480, mode Windowed.
[2023.01.31-19.45.17:315][740]LogNet: NotifyAcceptingConnection accepted from: 127.0.0.1:62718
[2023.01.31-19.45.17:315][740]LogHandshake: SendConnectChallenge. Timestamp: 1.210779, Cookie: 130080164155159241050041011130005161144041057111214053150036
[2023.01.31-19.45.17:316][740]LogHandshake: Cached server SessionID: 0
[2023.01.31-19.45.17:316][740]LogHandshake: SendChallengeResponse. Timestamp: 1.210779, Cookie: 130080164155159241050041011130005161144041057111214053150036
[2023.01.31-19.45.17:324][741]LogNet: NotifyAcceptingConnection accepted from: 127.0.0.1:62718
[2023.01.31-19.45.17:324][741]LogHandshake: SendChallengeAck. InCookie: 130080164155159241050041011130005161144041057111214053150036
[2023.01.31-19.45.17:324][741]LogNet: Server accepting post-challenge connection from: 127.0.0.1:62718
[2023.01.31-19.45.17:324][741]LogNet: IpConnection_2 setting maximum channels to: 32767
[2023.01.31-19.45.17:324][741]PacketHandlerLog: Loaded PacketHandler component: Engine.EngineHandlerComponentFactory (StatelessConnectHandlerComponent)
[2023.01.31-19.45.17:328][741]LogNet: NotifyAcceptedConnection: Name: ProvingGrounds, TimeStamp: 01/31/23 14:45:17, [UNetConnection] RemoteAddr: 127.0.0.1:62718, Name: IpConnection_2, Driver: GameNetDriver IpNetDriver_0, IsServer: YES, PC: NULL, Owner: NULL, UniqueId: INVALID
[2023.01.31-19.45.17:328][741]LogNet: AddClientConnection: Added client connection: [UNetConnection] RemoteAddr: 127.0.0.1:62718, Name: IpConnection_2, Driver: GameNetDriver IpNetDriver_0, IsServer: YES, PC: NULL, Owner: NULL, UniqueId: INVALID
[2023.01.31-19.45.17:329][741]LogNet: UPendingNetGame::SendInitialJoin: Sending hello. [UNetConnection] RemoteAddr: 127.0.0.1:17777, Name: IpConnection_0, Driver: PendingNetDriver IpNetDriver_1, IsServer: NO, PC: NULL, Owner: NULL, UniqueId: INVALID
[2023.01.31-19.45.17:336][742]LogNet: NotifyAcceptingChannel Control 0 server World /Game/Blueprints/Maps/UEDPIE_0_ProvingGrounds.ProvingGrounds: Accepted
[2023.01.31-19.45.17:336][742]LogNet: Remote platform little endian=1
[2023.01.31-19.45.17:336][742]LogNet: This platform little endian=1
[2023.01.31-19.45.17:338][742]LogOnline: OSS: Created online subsystem instance for: :Context_12
[2023.01.31-19.45.17:347][743]LogNet: Login request: ?Name=DESKTOP-4UF2QLF-3C116D734C409AC4001A1A9839D448A4 userId: NULL:DESKTOP-4UF2QLF-3C116D734C409AC4001A1A9839D448A4 platform: NULL
[2023.01.31-19.45.17:348][743]LogNet: Welcomed by server (Level: /Game/Blueprints/Maps/UEDPIE_0_ProvingGrounds, Game: /Game/Blueprints/Background_Infrastructure/BP_TownGuardGameModeBase.BP_TownGuardGameModeBase_C)
[2023.01.31-19.45.17:348][743]LogLoad: LoadMap: 127.0.0.1:17777/Game/Blueprints/Maps/ProvingGrounds?game=/Game/Blueprints/Background_Infrastructure/BP_TownGuardGameModeBase.BP_TownGuardGameModeBase_C
[2023.01.31-19.45.17:348][743]LogWorld: BeginTearingDown for /Temp/Untitled_1
[2023.01.31-19.45.17:348][743]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2023.01.31-19.45.17:348][743]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.31-19.45.17:385][743]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.01.31-19.45.17:405][743]LogUObjectHash: Compacting FUObjectHashTables data took   2.21ms
[2023.01.31-19.45.17:409][743]LogAudio: Display: Audio Device (ID: 2) registered with world 'ProvingGrounds'.
[2023.01.31-19.45.17:409][743]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.31-19.45.17:409][743]LogPlayLevel: PIE: World Init took: (0.000810s)
[2023.01.31-19.45.17:410][743]LogWorld: Bringing World /Game/Blueprints/Maps/UEDPIE_1_ProvingGrounds.ProvingGrounds up for play (max tick rate 0) at 2023.01.31-14.45.17
[2023.01.31-19.45.17:410][743]LogWorld: Bringing up level for play took: 0.000364
[2023.01.31-19.45.17:410][743]LogLoad: Took 0.063066 seconds to LoadMap(/Game/Blueprints/Maps/ProvingGrounds)
[2023.01.31-19.45.17:456][744]LogNet: Client netspeed is 100000
[2023.01.31-19.45.17:456][744]LogNet: Join request: /Game/Blueprints/Maps/ProvingGrounds?Name=DESKTOP-4UF2QLF-3C116D734C409AC4001A1A9839D448A4?SplitscreenCount=1
[2023.01.31-19.45.17:458][744]LogActor: Warning: BP_Weapon_Generic_C /Game/Blueprints/Maps/UEDPIE_0_ProvingGrounds.ProvingGrounds:PersistentLevel.BP_Weapon_Generic_C_0 has natively added scene component(s), but none of them were set as the actor's RootComponent - picking one arbitrarily
[2023.01.31-19.45.17:458][744]LogOutputDevice: Warning: 

Script Stack (3 frames) :
/Script/Engine.GameModeBase.SpawnDefaultPawnAtTransform
/Script/Engine.GameModeBase.SpawnDefaultPawnFor
/Script/Engine.GameModeBase.HandleStartingNewPlayer

[2023.01.31-19.48.38:016][744]LogStats: FPlatformStackWalk::StackWalkAndDump - 200.523 s
[2023.01.31-19.48.38:016][744]LogOutputDevice: Error: === Handled ensure: ===
[2023.01.31-19.48.38:016][744]LogOutputDevice: Error: 
[2023.01.31-19.48.38:016][744]LogOutputDevice: Error: Ensure condition failed: InvocationList[ CurFunctionIndex ] != InDelegate  [File:D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Core\Public\UObject\ScriptDelegates.h] [Line: 561] 
[2023.01.31-19.48.38:016][744]LogOutputDevice: Error: 
[2023.01.31-19.48.38:016][744]LogOutputDevice: Error: Stack: 
[2023.01.31-19.48.38:016][744]LogOutputDevice: Error: [Callstack] 0x00007ffb7cc7c5cc UnrealEditor-Town_Guard.dll!TMulticastScriptDelegate<FWeakObjectPtr>::AddInternal() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Core\Public\UObject\ScriptDelegates.h:561]
[2023.01.31-19.48.38:016][744]LogOutputDevice: Error: [Callstack] 0x00007ffb7cc7c94f UnrealEditor-Town_Guard.dll!ACPP_Weapon::BeginPlay() [D:\Users\Caleb\Documents\GitHub\Town Guard\Town_Guard\Source\Town_Guard\CPP_Weapon.cpp:35]
[2023.01.31-19.48.38:016][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdc083793 UnrealEditor-Engine.dll!AActor::DispatchBeginPlay() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\Actor.cpp:4055]
[2023.01.31-19.48.38:016][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdc0a8b1b UnrealEditor-Engine.dll!AActor::PostActorConstruction() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\Actor.cpp:3850]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdc08f8ee UnrealEditor-Engine.dll!AActor::FinishSpawning() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\Actor.cpp:3749]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdcaebff5 UnrealEditor-Engine.dll!UGameplayStatics::FinishSpawningActor() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\GameplayStatics.cpp:856]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffb7cc792e7 UnrealEditor-Town_Guard.dll!ACPP_Guardsman::CreateWeapon() [D:\Users\Caleb\Documents\GitHub\Town Guard\Town_Guard\Source\Town_Guard\CPP_Guardsman.cpp:172]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdc083793 UnrealEditor-Engine.dll!AActor::DispatchBeginPlay() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\Actor.cpp:4055]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdc0a8b1b UnrealEditor-Engine.dll!AActor::PostActorConstruction() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\Actor.cpp:3850]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdc08f8ee UnrealEditor-Engine.dll!AActor::FinishSpawning() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\Actor.cpp:3749]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdc0ac759 UnrealEditor-Engine.dll!AActor::PostSpawnInitialize() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\Actor.cpp:3687]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdce146f7 UnrealEditor-Engine.dll!UWorld::SpawnActor() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\LevelActor.cpp:724]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdcb1128e UnrealEditor-Engine.dll!AGameModeBase::SpawnDefaultPawnAtTransform_Implementation() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\GameModeBase.cpp:1207]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdcb29892 UnrealEditor-Engine.dll!AGameModeBase::execSpawnDefaultPawnAtTransform() [D:\Program Files\Epic Games\UE_5.1\Engine\Intermediate\Build\Win64\UnrealEditor\Inc\Engine\UHT\GameModeBase.gen.cpp:53]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbe201a8bc UnrealEditor-CoreUObject.dll!UFunction::Invoke() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\CoreUObject\Private\UObject\Class.cpp:6455]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbe2294dbf UnrealEditor-CoreUObject.dll!UObject::ProcessEvent() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\CoreUObject\Private\UObject\ScriptCore.cpp:2116]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdc0ad882 UnrealEditor-Engine.dll!AActor::ProcessEvent() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\Actor.cpp:1055]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdcb111a6 UnrealEditor-Engine.dll!AGameModeBase::SpawnDefaultPawnAtTransform() [D:\Program Files\Epic Games\UE_5.1\Engine\Intermediate\Build\Win64\UnrealEditor\Inc\Engine\UHT\GameModeBase.gen.cpp:489]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdcb1168a UnrealEditor-Engine.dll!AGameModeBase::SpawnDefaultPawnFor_Implementation() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\GameModeBase.cpp:1199]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdcb29984 UnrealEditor-Engine.dll!AGameModeBase::execSpawnDefaultPawnFor() [D:\Program Files\Epic Games\UE_5.1\Engine\Intermediate\Build\Win64\UnrealEditor\Inc\Engine\UHT\GameModeBase.gen.cpp:64]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbe201a8bc UnrealEditor-CoreUObject.dll!UFunction::Invoke() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\CoreUObject\Private\UObject\Class.cpp:6455]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbe2294dbf UnrealEditor-CoreUObject.dll!UObject::ProcessEvent() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\CoreUObject\Private\UObject\ScriptCore.cpp:2116]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdc0ad882 UnrealEditor-Engine.dll!AActor::ProcessEvent() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\Actor.cpp:1055]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdcb1146a UnrealEditor-Engine.dll!AGameModeBase::SpawnDefaultPawnFor() [D:\Program Files\Epic Games\UE_5.1\Engine\Intermediate\Build\Win64\UnrealEditor\Inc\Engine\UHT\GameModeBase.gen.cpp:498]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdcb0dd72 UnrealEditor-Engine.dll!AGameModeBase::RestartPlayerAtPlayerStart() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\GameModeBase.cpp:1272]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdcb0d995 UnrealEditor-Engine.dll!AGameModeBase::RestartPlayer() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\GameModeBase.cpp:1238]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdcaf90e0 UnrealEditor-Engine.dll!AGameModeBase::HandleStartingNewPlayer_Implementation() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\GameModeBase.cpp:1052]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdcb2356c UnrealEditor-Engine.dll!AGameModeBase::execHandleStartingNewPlayer() [D:\Program Files\Epic Games\UE_5.1\Engine\Intermediate\Build\Win64\UnrealEditor\Inc\Engine\UHT\GameModeBase.gen.cpp:159]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbe201a8bc UnrealEditor-CoreUObject.dll!UFunction::Invoke() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\CoreUObject\Private\UObject\Class.cpp:6455]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbe2294dbf UnrealEditor-CoreUObject.dll!UObject::ProcessEvent() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\CoreUObject\Private\UObject\ScriptCore.cpp:2116]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdc0ad882 UnrealEditor-Engine.dll!AActor::ProcessEvent() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\Actor.cpp:1055]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdcb03134 UnrealEditor-Engine.dll!AGameModeBase::PostLogin() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\GameModeBase.cpp:1014]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdce15fb3 UnrealEditor-Engine.dll!UWorld::SpawnPlayActor() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\LevelActor.cpp:1052]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbddd9c1af UnrealEditor-Engine.dll!UWorld::NotifyControlMessage() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\World.cpp:6076]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdc92b274 UnrealEditor-Engine.dll!UControlChannel::ReceivedBunch() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\DataChannel.cpp:1815]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdc92ff21 UnrealEditor-Engine.dll!UChannel::ReceivedSequencedBunch() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\DataChannel.cpp:539]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdc92db7c UnrealEditor-Engine.dll!UChannel::ReceivedNextBunch() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\DataChannel.cpp:996]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdc92faf2 UnrealEditor-Engine.dll!UChannel::ReceivedRawBunch() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\DataChannel.cpp:649]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdd12f530 UnrealEditor-Engine.dll!UNetConnection::ReceivedPacket() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\NetConnection.cpp:3459]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdd1309dd UnrealEditor-Engine.dll!UNetConnection::ReceivedRawPacket() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\NetConnection.cpp:1810]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffb9f8abaf1 UnrealEditor-OnlineSubsystemUtils.dll!UIpNetDriver::TickDispatch() [D:\Program Files\Epic Games\UE_5.1\Engine\Plugins\Online\OnlineSubsystemUtils\Source\OnlineSubsystemUtils\Private\IpNetDriver.cpp:1301]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdd16809d UnrealEditor-Engine.dll!TBaseUObjectMethodDelegateInstance<0,UNetDriver,void __cdecl(float),FDefaultDelegateUserPolicy>::ExecuteIfSafe() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Core\Public\Delegates\DelegateInstancesImpl.h:618]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdbe246e0 UnrealEditor-Engine.dll!TMulticastDelegate<void __cdecl(float),FDefaultDelegateUserPolicy>::Broadcast() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Core\Public\Delegates\DelegateSignatureImpl.inl:975]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbdce6f0e5 UnrealEditor-Engine.dll!UWorld::Tick() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Engine\Private\LevelTick.cpp:1378]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbd912bb9b UnrealEditor-UnrealEd.dll!UEditorEngine::Tick() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Editor\UnrealEd\Private\EditorEngine.cpp:1890]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ffbd9bad1b6 UnrealEditor-UnrealEd.dll!UUnrealEdEngine::Tick() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Editor\UnrealEd\Private\UnrealEdEngine.cpp:517]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ff7150f852c UnrealEditor.exe!FEngineLoop::Tick() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Launch\Private\LaunchEngineLoop.cpp:5367]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ff71511287d UnrealEditor.exe!GuardedMain() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Launch\Private\Launch.cpp:202]
[2023.01.31-19.48.38:017][744]LogOutputDevice: Error: [Callstack] 0x00007ff71511296a UnrealEditor.exe!GuardedMainWrapper() [D:\Program Files\Epic Games\UE_5.1\Engine\Source\Runtime\Launch\Private\Windows\LaunchWindows.cpp:107]
